id,song_normalized,artist_normalized,lyrics,is_hit,decade
1kzojt6uMDieswScI5OjBh,surely you know,koven,"Oh I'll take your hand
And carry your world
I'll put my life with yours
Oh I'll take your hand
And carry your world
I'll put my life with yours

Oh I'll take your hand
And carry your world
I'll put my life with yours
Oh I'll take your hand
And carry your world
I'll put my life with yours

I'll put my life with yours

Oh I'll take your hand
And carry your world
I'll put my life with yours
Oh I'll take your hand
And carry your world
I'll put my life with yours

Oh I'll take your hand
And carry your world
I'll put my life with yours
Oh I'll take your hand
And carry your world
I'll put my life with yours",0,2020s
6m3LWFOCLBzmKUyT8GyXYa,meeting again for the first time,poison the well,"Barely able to keep the lids open
At times I might think I need the rest
But who would want to go back there?
It's already hard enough to say I need it.
Bad memories and good times.
Keep me from believing that I can still jump off.
No longer, no longer the same.
You grow accustomed to seeing the sun in a different location.
Standing still becomes a chore.
Anxious to get the pavement moving.
The easy solution to this and everything else is to move on.
It comes equipped with the last word.
They find ways to drag you along
And dismantle what you created.
It's already hard enough to say I need it
Bad memories and good times.
Keep me from believing that I can still jump off.
No longer, no longer the same.
You grow accustomed to seeing the sun in a different location.
Standing still becomes a chore.
Anxious to get the pavement moving.
Happiness is not having to lie on the floor dead alone.",0,2000s
0KA5Cc68h9qitLwTadHBpa,back on,gucci mane,"Zaytoven
Hah
Wop
Yeah
It's Gucci
Zay
Ziggy
Wop, wop
Hah, hah
Go

Gucci back home with the bling on
And if you think I ain't strapped then you think wrong
I ain't goin' back and forth, this ain't ping pong
Get your leg torn off, whole head blown
I was selling bales before I sold a ringtone
The whole hood know my number like Mike Jones
Yellowbone and she dancing in a pink thong
She ask me can we make love with my mink on
I call my migo plug, now, nigga, pack gone
Trapped a trailer full of strong, this my backbone
I used to sell half a ounces out a trailer home
I seen friends turn to foes 'cause the paper gone

I had to cut lil mama off, now we back on
They think I'm still selling soft like it's back home
I was gone for a minute, now it's back on
I'm self made and independent, yup, black on
I had to cut lil' mama off, now we back on
They think I'm still selling soft like it's back home
I was gone for a minute, now it's back on
I'm self made and independent, yup we black on

Gucci Mane a menace (menace back on)
A hundred grand spent at the dentist
Hold up, I'm not even finished
I'm the realest nigga living
I'm the best that ever did it (true)
Here's a message to my critics (fuck you)
Fuck your bitch, go get some business (go)
I just bought my bitch a Bentley (scurr)
Hold up, I'm lyin' I bought my bitch a business
My wife say she worth 20 millis
We drive a Lambo through the city
I think I'm Rambo with the semi

I had to cut lil' mama off, now we back on
They think I'm still selling soft like it's back home
I was gone for a minute, now it's back on
I'm self made and independent, yup, black on
I had to cut lil' mama off, now we back on
They think I'm still selling soft like it's back home
I was gone for a minute, now it's back on
I'm self made and independent, yup we black on

Now we back on
Like it's back home
Now it's back on
Yup, black on",0,2010s
5P014gjYNzdgpqtSPfkQhx,teenagers from mars,buckonine,"We land in barren fields
On the Arizona plains
The insemination of little girls
In the middle of wet dreams

We are the angel mutants
The streets for us seduction
Our cause unjust and ancient
In this ""B"" film born invasion

And we don't care
And we don't care
And we don't care

Well, we've seen your 3-D movies
In violent abduction
We blast your mindless structure
Inferior connection

We take your weak resistance
Throw it in your face
We need noduction
For mass annihilation

And we don't care
And we don't care
And we don't care

Well, we need noduction
No visas or carte blanche
Inhuman reproduction
We're here for what we want

We want, we need it, we'll take it
We want, we need it, we'll take it
We want, we need it, we'll take it
We want, we need it, we'll take it, baby

And we don't care
And we don't care
And we don't care

And we don't care
And we don't care
And we don't care

And we don't care
And we don't care, we don't care
We don't care, and we don't care
And we don't care",0,1990s
7hsktGUidB0TbazQ11jflb,reflected,alice cooper,"Look upstanding with your head held high
You will be reflected
You look outstanding with your eyes in disguise
Just beyond your glasses

Holy, how he would keep, it's divine
I'm surely glad, I'm surely over town
And even though, I'm you will always here

Very rarely worry, almost constantly
Could you be receptive?
Our life's outstanding in a shower please
Wet my skins a plenty

Baby, what a day, I love our town
I'm surely glad, I'm surely all around
And even since I knew it's all so clear

You will be reflected
You will be reflected
You will be reflected",0,1960s
00T8JtwE2gJ0dhirtOiT5u,survival 2003 remaster,yes,"Sunshine is creepin' in
And somewhere in a field a life begins
An egg too proud to rape
The beginning of a shape of things to come
That start the run
Life has begun
Fly fast the gun

The mother flew too late
And life within the egg was left to fate
Not really knowing how
The world outside would take it when it came
And life's the same
For things we aim
Are we to blame?

Don't doubt the fact there's life within you
Yesterday's endings will tomorrow life give you
All that dies, dies for a reason
To put its strength into the season

Survival
Survival

They take away (And they give their life as they live)
The living's right to live (It's all that we need to show)
The living's right to know

The egg breaks, all is out
The crawling bird begins to scream and shout
Where is the parent bird?
A loneliness arose and heard its name ringin'
For life's begin
Survival win
Survival's sin

So soon the evening comes
And with it runs the aching fear of hate
Could someone still remain
Who thinks he still could gain by escaping fate?
It's much too late
Don't underrate
Appreciate

Don't doubt the fact there's life within you
Yesterday's endings will tomorrow life give you
All that dies, dies for a reason
To put its strength into the seasons

Survival
Survival

They take away (And they give their life as they live)
The living's right to live (It's all that we need to give)
The living's right to know

Survival
Survival

They take away (And they give their life as they live)
The living's right to live (It's all that we need to give)
The living's right to know (It's all that we have to show)

And we're all going
And we're all going
And we're all going somewhere",0,1960s
1yKcN5Zx5bGi1la5wOA2vs,gone away feat leon bridges gary clark jr,bun b,"All my friends have gone away
So long to them, but I have to stay
All my woes and all my lows
Won't change my soul 'cause I have to go
All my friends have gone away
So long to them, but I have to stay
All my woes and all my lows
Won't change my soul 'cause I have to go

Now my brother was loud, but my brother was proud
And my brother made sure that he stood out in a crowd
Yeah my brother wore glasses but he saw so clear
And my brother knew God so he had no fear

No fear of these haters, no fear of these clones
My brother wasn't concerned, and he made that known
Yeah my brother was spoiled, but my brother was loyal
Late nights of hard work, me and my brother would tour
Yeah my brother made me laugh 'cause my brother was funny
But you best not ever fuck around with my brother's money
'Cause my brother would snap and then that's all that she wrote
And it's a line under that, as my brother would quote
Yeah my brother's a mothafucka if I'm tellin' the truth
But man he kept it 100 in and out of the booth
So when I talk about my brother, I smile and I cry
Because I know he's watchin' over me, sittin' on high

All my friends have gone away
So long to them, but I have to stay
All my woes and all my lows
Won't change my soul 'cause I have to go
All my friends have gone away
So long to them, but I have to stay
All my woes and all my lows
Won't change my soul 'cause I have to go
All my friends have gone away
So long to them, but I have to stay
All my woes and all my lows
Won't change my soul 'cause I have to go",0,2010s
33cMcQXZYc9IEtPExQdUVp,i hate you,the monks,"Hey, well I hate you with a passion, baby
Yeah, I do (but call me)
Well, you know my hate's everlastin' baby
Yeah-yeah (but call me)

Do you, do you, do you, do you, do you, do you, do you
Do you know why I hate you, baby, huh, do you know? (But call me)
Well, it's because because you make, make me, make me hate you, baby
Yeah, yeah, yeah, yeah, yeah, oh (but call me)

Well, alright

Well, I hate you, baby, with a passion
Yeah, you know I do (but call me)
Oh, you know my hate's everlastin', baby
Yeah yeah yeah (but call me)

Oh, you know, you know, you know, you know why I hate you baby?
Huh, do you? (But call me)
Oh, it's because you make me hate you, baby
Yeah, yeah, yeah, yeah, yeah, yeah, yeah (but call me)

Well, alright",0,1960s
6OPHTCeRkJ6Vxgyz47yHjR,you can be replaced,tammy wynette,"Somebody new

Somebody new
Hey all, the rhythm
Together, on three
I'm getting tired of this song
Here we go, nine
I get it

Somebody new is loving you
And you're gonna go with her I know
But there'll be no tears running down my face
Go on with her, you can be replaced

Take back your ring and everything
Let's both forget we even met
There is no love, time can't erase
The minute you're gone, you can be replaced

You can be replaced by loneliness
By sleepless nights and all the rest
I'll miss you so, but nonetheless
You can be replaced by loneliness
You can be replaced by loneliness",0,1960s
0RclAibIZJYkUbqbEK57Tn,cesspool,blake babies,"They took it away, they won't put it back.
They made all the water turn to black.
Their deed is washed up on my shore.
It was better the way it was before.
Check out this place I used to go.
None of my children'll ever know... never know.

Something's wrong but it could be right.
It's not like the day turning into night.
I'll tell you about it, I'll take you there.
You think about it, but you don't dare
To act for what we all deserve.
All we need is a little nerve... lot of nerve.

They'd do almost anything if the price was right enough.
Well, I might do anything to clean it up.

Ooo, ooo, doo-doo-doo-doo-doo-doo-doo.
Ooo, ooo, doo-doo-doo-doo-doo-doo-doo.
Ooo, ooo, doo-doo-doo-doo-doo-doo-doo.
Ooo, ooo-ooo.

They took it away, they're not gonna' put it back.
They think they've got me in a trap,
But there's one thing I'm prepared to do
To make this cesspool as good as new.
I'll get my guns and both of my friends.
We'll make some righteous amends... maybe we'll start a trend.

Take it, this cesspool.
Make it good as new.
Take it, this cesspool.
Make it good as new.

'Tis the circle of woe.
Summertime at home.",0,1980s
1cxPOIEirHd43X5qeGebUY,a lot remix,john k,"Wish I knew that the last time was the last time
Didn't know what I was missing 'til it passed by
And now we don't speak 'cause you never saw me in the best light
Are you still getting over that it's over?
Do you ever wear my sweatshirt when it's colder?
Is there a part of you that's missing me being all yours?

It was you and I kissing under broken street lights
Truth is I still miss you all the time

It's a lie when I tell my friends I'm not
I think about you a lot
Wish I could undo a lot
I figured by now these
Damn, I miss you
Kind of thoughts would stop
I'm up in my head a lot
I wanna text you a lot
And baby, it would say,
Do you think about me?
'Cause I think about you a lot
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm
Do you think about me?
'Cause I think about you

Back in Austin
We were lost in each other's eyes
At South By we were talking
Couldn't hear you through the music
But I read your lips

It was you and I kissing under broken street lights
Truth is I still miss you all the time
It's a lie when I tell my friends I'm not

I think about you a lot
Wish I could undo a lot
I figured by now these
Damn, I miss you
Kind of thoughts would stop
I'm up in my head a lot
I wanna text you a lot (oh no)
And baby, it would say
Do you think about me?
'Cause I think about you a lot
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm mm-hmm

It was you and I kissing under broken street lights
Truth is I still miss you all the time
It's a lie when I tell my friends I'm not

I think about you a lot
Wish I could undo a lot
I figured by now these
Damn I miss you
Kind of thoughts would stop
I'm up in my head a lot
I wanna text you a lot
And baby, it would say
Do you think about me?
'Cause I think about you a lot
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm
Do you think about me?
'Cause I think about you a lot
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm mm-hmm
Hm-hmm mm-hmm
Do you think about me?
'Cause I think about you a lot",0,2020s
3OP1NmFlLsFF4qLsi2PZ9l,i gotsta get paid,zz top,"Twenty five lighters on my dresser, yessir
You know I gotta get paid
Twenty five lighters on my dresser, yessir
You know I gotsta get paid

I got twenty five lighters for my twenty five folks
Gonna break the bank, run twenty five more
'Bout to reap the suits with twenty five flows
I got twenty five lighters, well don't ya know?

Twenty five fly diamonds in my ring
Twenty five 12s in the trunks to bang, oh Lord
Make it move, makin' twenty five mill
Got enough for a big damn '99 Seville, c'mon

Twenty five lighters on my dresser, yessir
I gotsta get paid
I got twenty five lighters on my dresser, dresser
You know I gotta get paid

Zig and me is climbing out twenty five doors
Representing for the doors that holding twenty five more
ZZ nothing but twenty five out the door
Hittin' the highway, gonna doing it to twenty five shows

Twenty five lighters on my dresser, dresser
You know I gotta get paid
Twenty five lighters on my dresser, dresser
Yessir, I gotsta get paid

Twenty five lighters on my dresser, yessir
I gotta, gotta get paid, I
Twenty five lighters on my dresser, yessir
You know I gotta get paid

Oh, come on
Just check me out
All I got is a twenty five",0,2010s
7vwxFi1ZGjYLQBWrzhlvSE,livin on a prayer,bon jovi,"Once upon a time
Not so long ago

Tommy used to work on the docks
Union's been on strike, he's down on his luck
It's tough, so tough

Gina works the diner all day
Working for her man, she brings home her pay for love
Mmm, for love

She says, ""We've gotta hold on to what we've got
It doesn't make a difference if we make it or not
We got each other, and that's a lot for love
We'll give it a shot""

Whoa, we're half way there
Oh-oh, livin' on a prayer
Take my hand, we'll make it, I swear
Oh-oh, livin' on a prayer

Tommy's got his six-string in hock
Now he's holding in what he used to make it talk
So tough, ooh, it's tough

Gina dreams of running away
When she cries in the night, Tommy whispers
""Baby it's okay, someday""

We've gotta hold on to what we've got
It doesn't make a difference if we make it or not
We got each other, and that's a lot for love
We'll give it a shot""

Oh, we're half way there
Oh-oh, livin' on a prayer
Take my hand, we'll make it, I swear
Woah-oh, livin' on a prayer
Livin' on a prayer

Ooh, we gotta hold on, ready or not
You live for the fight when that's all that you've got

Whoa, we're half way there
Whoa-oh, livin' on a prayer
Take my hand, and we'll make it, I swear
Whoa-oh, livin' on a prayer

Whoa, we're half way there
Whoa-oh, livin' on a prayer
Take my hand, and we'll make it, I swear
Whoa-oh, livin' on a prayer
Whoa, we're half way there
Whoa-oh, livin' on a prayer
Take my hand, and we'll make it, I swear
Woah-ah",1,2010s
2uz1fGj0mgXFSu511jgQOG,canal street blues,john lee hooker,"Tell me down in New Orleans.
Whiskey's steamin' just like wine.
Tell me down in New Orleans.
Whiskey's streamin' just like wine.
Lord, my baby she's down there.
Wonder if my baby, she's gone wild?
Mmm-mmm-mmm-mmm-mmm
Mmm-mmm-mmm-mmm
They tell me Canal Street.
Is the longest street in town.
Tell me Canal Street.
Is the longest street in town.
Yes, you ride all day long.
You're still on Canal Street.
Yes, yes.
Then they tell me again, people.
Lord have mercy, it's the widest street in town.
Then they tell me again.
It's the widest street in town.
Lord, I'm gonna keep on ridin'.
Keep on, down in New Orleans.",0,1960s
7EOWJvX0OnnbY1AlJSNjsm,the devils right hand,the highwaymen,"About the time, my daddy left to fight the big war
I saw my first pistol in the general store
The general store, when I was 13
Thought it was the finest thing I ever had seen

I asked if I could have one some day when I grew up
Mama dropped a dozen eggs, she really blew up
She really blew up, and I didn't understand
Mama said, ""The pistol is the devil's right hand""

The devil's right hand, the devil's right hand
Mama said, ""The pistol is the devil's right hand""

My very first pistol was a cap and ball Colt
Shoots like lightnin' but it loads a mite slow
It loads a mite slow, and I soon found out
It can get you into trouble, but it can't get you out

So then I went and bought myself a Colt 45
Called a peacemaker, but I never knew why
I never knew why, I didn't understand
Mama said, ""The pistol is the devil's right hand""

The devil's right hand, the devil's right hand
Mama said, ""The pistol is the devil's right hand
The devil's right hand, the devil's right hand
Mama said, ""The pistol is the devil's right hand""

I got into a card game in a Cumberland town
I caught a miner cheating, and I shot the dog down
I shot the dog down, I watched the man fall
He never touched his holster, never had a chance to draw

The trial was in the morning, and they dragged me out of bed
Asked me how I pleaded, ""Not guilty"", I said
""Not guilty"", I said, ""You've got the wrong man""
Nothing touched the trigger, but the devil's right hand

The devil's right hand, the devil's right hand
Nothing touched the trigger, but the devil's right hand
The devil's right hand, the devil's right hand
Nothing touched the trigger, but the devil's right hand

Mama said, ""The pistol is the devil's right hand""",0,1990s
4pZbx8QSVh1S1U99BkGMjM,molly malone,the dubliners,"In Dublin's fair city
Where the girls are so pretty
I first set my eyes on sweet Molly Malone
As she wheeled her wheel-barrow
Through streets broad and narrow
Crying, ""Cockles and mussels, alive, alive, oh!""

Alive, alive, oh
Alive, alive, oh
Crying ""Cockles and mussels, alive, alive, oh""

She was a fishmonger
And sure 'twas no wonder
For so were her father and mother before
And they both wheeled their barrows
Through streets broad and narrow
Crying, ""Cockles and mussels, alive, alive, oh!""

Alive, alive, oh
Alive, alive, oh
Crying ""cockles and mussels, alive, alive, oh""

She died of a fever
And no one could save her
And that was the end of sweet Molly Malone
But her ghost wheels her barrow
Through streets broad and narrow
Crying, ""Cockles and mussels, alive, alive, oh!""

Alive, alive, oh
Alive, alive, oh
Crying ""cockles and mussels, alive, alive, oh""

Alive, alive, oh
Alive, alive, oh
Crying ""cockles and mussels, alive, alive, oh""",0,1980s
2YZsPvKpbmUTzg8Io3NZ7a,the riddle instrumental,gigi dagostino,"I got two strong arms blessings of babylon
With time to carry on and try
For sins and false alarms
So to america the brave
Wise men save

Near a tree by a river
There's a hole in the ground
Where an old man of Aran
Goes around and around
And his mind is a beacon
In the veil of the night
For a strange kind of fashion
There's a wrong and a right
Near a tree by a river
There's a hole in the ground
Where an old man of aran
Goes around and around
And his mind is a beacon
In the veil of the night
For a strange kind of fashion
There's a wrong and a right
But he'll never, never fight over you

Near a tree by a river
There's a hole in the ground
Where an old man of aran
Goes around and around
And his mind is a beacon
In the veil of the night
For a strange kind of fashion
There's a wrong and a right
Near a tree by a river
There's a hole in the ground
Where an old man of aran
Goes around and around
And his mind is a beacon
In the veil of the night
For a strange kind of fashion
There's a wrong and a right
But he'll never, never fight over you

I got plans for us
Nights in the scullery
And days instead of me
I only know what to discuss
Of for anything but light
Wise men fighting over you

It's not me you see
Pieces of valentine
With just a song of mine
To keep from burning history
Seasons of gasoline and gold
Wise men fold
Near a tree by a river
There's a hole in the ground
Where an old man of aran
Goes around and around
And his mind is a beacon
In the veil of the night
For a strange kind of fashion
There's a wrong and a right
But he'll never, never fight over you

I got time to kill
Sly looks in corridors
Without a plan of yours
A blackbird sings on bluebird hill

Wise mens child.",0,1990s
6dAcEOlAWwczHIEoWZJXpO,lets ride,montell jordan,"Stepped in the club
 After my show
 You know the spot
 Where everybody's on the low, low
 That's when I saw her
 She saw me
 She told me she like Master P
 And Montell occasionally
 So I laid back
 Put a $50 in my mouth
 Said I wanna see you shake it girl
 Cuz that's what that bout it bout it
 Woman is in the club
 Was jealous of me
 Cuz I waited for it and I stayed for
 And I'm damn near 'bout to pay for it
 So
 Let's ride
 All night
 I don't doubt it
 Your love is bout it bout it
 And I'm so excited
 Girl, I wanna ride it
 Let's Ride
 Tonight
 Can't do without it
 Your love is bout it bout it
 And I want tonight, babe
 Girl I wanna ride it
 Now baby what's more than incredible
 She did her thing
 5'5"" 146""swinging nothing but a g-string
 Her chocolate lips and
 Sexy thighs
 Sitting properly up on top of me
 She's riding""ain't no stopping me now
 She bounced back
 Then rocked slow
 Like she's auditioning to kick it in my video
 There ain't no limit
 To what she'd do
 I'm listening""she's whispering
 Her girl wanna ride me too
 Repeat 1
 She's moving up and down
 And round and round tonight
 Moving up and down
 And around and around
 She's moving up and down
 And round and round""let's ride
 Oh baby ain't nothing like the real thing
 Anything goes""let's roll
 Let me help you take up off your clothes
 Give me a preview before
 And the rest after the show
 Thug love mixed with cream
 Hennessey""strawberries""and Moet
 Champagne""mo' in the bath having a hot tub
 Wipe our feet off on a Oriental Rug
 Can't get enough
 You on top of me
 Me on top of you
 Do what you want to this thug
 Girl ain't no stopping you
 Repeat 1",1,2000s
1iG0qH5EesfjYu8h9d62Fp,unfold,ellis,"Been on my own for the longest time
And the pressure takes its toll
Been on this road for the longest ride
And I'm tired of being alone

Lift me up, take my hand
No more solo rolling, only love unfolding
'Cause you understand
That we need each other to get by

That we need each other to get by

Deep in my soul, I can feel it now
When the tension takes its hold
Deep down, I know that the remedy
Is to keep each other close

Lift me up, take my hand
No more solo rolling, only love unfolding
'Cause you, understand
That we need each other to get by

We need each other
That we need each other to get by

That we need each other to get by

I've been searching for the light missing from my eyes
I was looking low and high, never satisfied
I've been searching for the light missing from my eyes
But we need each other to get by

Lift me up, take my hand
No more solo rolling, only love unfolding
'Cause you, understand
That we need each other to get by

Yeah, oh, to get by
Oh, to get by
We need each other
That we need each other to get by",0,2020s
4wiAjaDnCzCsuEqXVPrdJx,too much time on my hands,styx,"Yeah, I'm sittin' on this barstool
 Talkin' like a damn fool
 Got the twelve o'clock news blues
 And I've given up hope
 On the afternoon soaps
 And a bottle of cold brew
 Is it any wonder I'm not crazy
 Is it any wonder I'm sane at all
 Well, I'm so tired of losin'
 I got nothin' to do
 With all day to do it
 Well, I'd go out cruisin'
 But I've no place to go
 And all night to get there
 Is it any wonder I'm not a criminal
 Is it any wonder I'm not in jail
 Is it any wonder I've got too much time on my hands
 It's tickin' away with my sanity
 I've got too much time on my hands
 It's hard to believe such a calamity
 I've got too much time on my hands
 And it's tickin' away
 Tickin' away from me
 (Too much time on my hands)
 It's t-t-t-t-t-tickin' away
 (Too much time on my hands)
 Now I don't know what to do
 (Too much time on my hands)
 (Too much time on my hands)
 (Too much time on my hands)
 (Too much time on my hands)
 Now I'm a jet fuel genius
 I can solve the world's problems
 Without even trying
 I've got dozens of friends
 And the fun never ends
 That is, as long as I'm buying
 Is it any wonder I'm not the President
 Is it any wonder I'm null and void
 Is it any wonder I've got too much time on my hands
 It's tickin' away with my sanity
 I've got too much time on my hands
 It's hard to believe such a calamity
 I've got too much time on my hands
 And it's tickin' away
 Tickin' away from me
 (Too much time on my hands)
 T-t-t-t-t-t-t-tickin' away
 (Too much time on my hands)
 And I don't know what to do with myself
 (Too much time on my hands)
 Mmm
 (Too much time on my hands)
 T-t-t-t-tickin' away
 (Too much time on my hands)
 Mmm
 (Too much time on my hands)
 Too much time on my hands
 Too much time on my",1,2010s
09neXMFAQCt4JSLEjLmRq6,im ready for the show,the shamrocks,"Friends tell me that you're only
 Tryin' to fool around with me
 You can't fool me, little girl
 Just you wait and see
 I'm ready for the show
 For kicks, I play the clown
 If you ever let me down I'll laugh at you
 You can't bring me down
 Tired of all your lyin', babe
 In my heart, I know the score
 You're runnin' 'round with other guys
 I don't want you anymore
 And I'm ready for the show
 For kicks, I play the clown
 If you ever let me down I'll laugh at you
 You can't bring me down
 ♪
 That home before a millwork
 I like to make a happy face
 I'm rehearsing for the day
 A loving fella comes and takes my place
 I know that you would like
 To see me sad and blue
 But I'm well-prepared and I
 I will just laugh at you
 Friends tell me that you're only
 Tryin' to fool around with me
 You can't fool me, little girl
 Just you wait and see
 I'm ready for the show
 Of kicks, I play the clown
 If you ever put me down I'll laugh at you
 You can't bring me down",0,2000s
7sVnEvwHJHIy30mDaJoWCy,wheres the party tonight from kabhi alvida naa kehna,shankarehsaanloy,"नाच all night, wanna नाच all night?
 Do you feel alright? Wanna नाच all night?
 ♪
 नाच all night, wanna नाच all night?
 Do you feel alright? Wanna नाच all night?
 Dance with me, baby, won't you dance with me all night?
 Won't you party, party, party? Won't you burn the floor all night?
 नाच all night, wanna नाच all night?
 Do you feel alright? Wanna नाच all night?
 Dance with me, baby, won't you dance with me all night?
 Won't you party, party, party? Won't you burn the floor all night?
 ♪
 प्यारे-प्यारे लम्हें
 प्यारी-प्यारी बातें
 सपनों के दिन हैं
 सपनों की रातें
 हो, गूँजे हैं दिल के तराने
 मचले हैं गीत सुहाने
 बहके हैं सारे दीवाने
 तो नच ले, नच ले all night
 Where's the party tonight?
 Somewhere down the road
 Where's the party tonight?
 On the dance floor
 ओ, सपनों के दिन हैं, सपनों की रातें
 Where's the party tonight?
 Dance with me, baby, won't you dance with me all night?
 Won't you party, party, party? Won't you burn the floor all night?
 नाच all night, wanna नाच all night?
 Do you feel alright? Wanna नाच all night?
 प्यारे-प्यारे लम्हें
 प्यारी-प्यारी बातें
 सपनों के दिन हैं
 सपनों की रातें
 हो, गूँजे हैं दिल के तराने
 मचले हैं गीत सुहाने
 बहके हैं सारे दीवाने
 तो नच ले, नच ले all night
 Where's the party tonight?
 Somewhere down the road
 Where's the party tonight?
 On the dance floor
 ओ, सपनों के दिन हैं, सपनों की रातें
 Where's the party tonight?
 ♪
 ओ, सजना
 ओ, सजना
 तेरे बिना मैं नहीं हूँ
 I wanna go dancing (where's the)
 Take you out (party tonight?)
 I wanna go dancing (where's the)
 Let's scream and shout (party tonight?)
 I wanna go dancing (where's the)
 Take you out (party tonight?)
 I wanna go dancing (where's the)
 Let's scream and shout (party tonight?)
 जो मेरी मंज़िल था, पागल जिसपे दिल था
 हाँ, वो मुझे मिल गया
 फूल जो महका था, जिसपे दिल बहका था
 बाँहों में वो खिल गया
 महकी हैं प्यार की राहें
 बहकी हैं सारी निगाहे
 फैली हैं ख़्वाबों की बाँहें
 तो नच ले, नच ले all night
 Where's the party tonight?
 Somewhere down the road
 Where's the party tonight?
 On the dance floor
 ओ, सपनों के दिन हैं, सपनों की रातें
 Where's the party tonight?
 नाच, नाच all night
 Get it right
 नाच, नाच all night
 Get it right
 ♪
 मेरी ये कहानी, जिसकी हूँ दीवानी
 वो है दीवाना मेरा
 जो है दिल की रानी, उसको भी ज़बानी
 याद है फ़साना मेरा
 हो, पूरी हुई कोई कहानी
 मिल गई दिल की निशानी
 झूम उठी ये ज़िंदगानी
 तो नच ले, नच ले all night
 Where's the party tonight?
 Somewhere down the road
 Where's the party tonight?
 On the dance floor
 ओ, सपनों के दिन हैं, सपनों की रातें
 Where's the party tonight?
 Where's the party tonight?
 Somewhere down the road
 Where's the party tonight?
 On the dance floor
 ओ, सपनों के दिन हैं, सपनों की रातें
 Where's the party tonight?
 ♪
 I wanna go dancing (where's the)
 Take you out (party tonight?)
 I wanna go dancing (where's the)
 Let's scream and shout (party tonight?)
 I wanna go dancing (where's the)
 Take you out (party tonight?)
 I wanna go dancing (where's the)
 Let's scream and shout (party tonight?)
 नाच with me",0,2010s
6oazijoJ9MIP2xYTAvBDkz,the last letter live in texas september 1974,waylon jennings,"(Rex Griffin)
 Why do you treat me as if I were only a friend
 What have I done that has made you so distant and cold
 Sometimes I wonder if you'll be contented again
 Will you be happy when you are withered and old.
 I can't offer you diamonds or mansions so fine
 And I can't offer you clothes your young body crave
 But if you'd love me and say that you'll always be mine
 Think of the heartaches the tears and the sorrow, you'll save honey.
 --- Instrumental ---
 When you are weary and tired of another man's gold
 If you ever get lonesome remember this letter my own
 But don't try to answer though I've suffered sorrow untold
 If you don't love me I wish you would leave me alone...",0,1970s
2JdzB67NvIa90K4gEZPLeX,lump,the presidents of the united states of america,"Lump sat alone in a boggy marsh
Totally motionless except for her heart
Mud flowed up into lump's pajamas
She totally confused all the passing piranhas
She's lump, she's lump
She's in my head
She's lump, she's lump, she's lump
She might be dead
Lump lingered last in line for brains
And the ones she got were sorta rotten and insane
Small things so sad that birds could land
Is lump fast asleep or rockin' out with the band?
She's lump, she's lump
She's in my head
She's lump, she's lump, she's lump
She might be dead

Lump was limp and lonely and needed a shove
Lump slipped on a kiss and tumbled into love
She spent her 20's between the sheets
And life limped along at subsonic speeds
She's lump, she's lump
She's in my head
She's lump, she's lump, she's lump
She might be dead
Is this lump out of my head?
I think so
Is this lump out of my head?
I think so (yeah, woo!)
Is this lump out of my head?
I think so
Is this lump out of my head?",0,1990s
